ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Future_Price_5Y,Good_Investment,Luxury_Property,Spacious_Property
248513,Kerala,Kochi,Locality_376,Apartment,2,4587,26.59,0.01,1995,Semi-furnished,16,23,30,5,10,Low,Yes,No,"Gym, Playground, Garden, Pool",West,Owner,Under_Construction,37.8040666,0,0,1
101204,Assam,Silchar,Locality_88,Independent House,5,3670,160.47,0.04,2002,Furnished,12,15,23,1,4,Low,Yes,Yes,"Gym, Clubhouse",West,Builder,Under_Construction,224.56171799999996,0,1,1
66530,Uttarakhand,Dehradun,Locality_171,Villa,2,3229,143.46,0.04,2018,Furnished,15,18,7,10,5,Low,Yes,Yes,"Playground, Garden, Clubhouse",South,Broker,Under_Construction,211.68670680000002,1,0,1
119001,West Bengal,Kolkata,Locality_475,Independent House,2,3738,213.54,0.06,2010,Furnished,11,24,15,9,6,Low,No,Yes,"Pool, Gym, Garden",South,Builder,Under_Construction,307.0192704,0,1,1
68963,Delhi,Dwarka,Locality_405,Villa,4,3220,130.53,0.04,1997,Semi-furnished,15,12,28,9,8,Medium,No,No,"Pool, Gym, Garden, Playground",East,Owner,Under_Construction,185.665872,0,0,1
104838,Assam,Silchar,Locality_184,Independent House,5,2930,285.87,0.1,2003,Semi-furnished,8,22,22,7,8,Medium,No,No,Clubhouse,East,Builder,Ready_to_Move,406.964532,0,1,1
224713,Uttarakhand,Haridwar,Locality_241,Villa,4,2310,477.01,0.21,2013,Semi-furnished,5,16,12,2,9,High,Yes,No,"Playground, Gym",South,Builder,Under_Construction,669.817442,0,1,1
172900,Jharkhand,Ranchi,Locality_188,Apartment,5,2357,277.32,0.12,2013,Furnished,1,5,12,9,3,Medium,Yes,No,Garden,North,Owner,Ready_to_Move,399.9342648,0,1,1
248826,Andhra Pradesh,Vishakhapatnam,Locality_183,Villa,2,892,315.92,0.35,2021,Furnished,20,15,4,1,3,Low,Yes,Yes,"Clubhouse, Playground, Garden",North,Broker,Under_Construction,419.80713280000003,0,1,0
178093,Karnataka,Bangalore,Locality_409,Apartment,3,2964,203.64,0.07,2014,Unfurnished,8,11,11,10,8,Medium,Yes,Yes,Garden,West,Builder,Ready_to_Move,305.72065919999994,0,1,1
212172,Bihar,Patna,Locality_478,Independent House,4,3363,175.14,0.05,1990,Furnished,11,15,35,1,9,High,No,No,Clubhouse,East,Owner,Under_Construction,234.5579964,0,1,1
106495,Uttar Pradesh,Noida,Locality_82,Apartment,3,3331,162.96,0.05,2004,Furnished,5,10,21,4,9,Low,Yes,No,"Playground, Gym",West,Builder,Ready_to_Move,230.0375952,0,1,1
17302,Tamil Nadu,Chennai,Locality_51,Apartment,4,1008,322.0,0.32,2010,Furnished,19,22,15,3,7,Low,Yes,Yes,"Gym, Playground, Clubhouse",West,Broker,Ready_to_Move,447.95351999999997,0,1,0
3738,Punjab,Amritsar,Locality_343,Independent House,2,3450,184.86,0.05,2000,Unfurnished,5,26,25,1,4,Medium,Yes,Yes,"Pool, Gym, Garden",East,Builder,Ready_to_Move,248.82156,0,1,1
179404,Andhra Pradesh,Vijayawada,Locality_15,Villa,4,4860,106.24,0.02,2000,Unfurnished,20,5,25,8,6,High,No,Yes,"Pool, Garden",East,Broker,Under_Construction,155.13164799999998,0,0,1
11538,Maharashtra,Mumbai,Locality_351,Independent House,3,1383,311.72,0.23,2003,Furnished,23,15,22,7,1,Low,No,Yes,Gym,South,Broker,Ready_to_Move,415.1050552,0,1,0
146446,Andhra Pradesh,Vijayawada,Locality_387,Apartment,5,3909,199.36,0.05,1993,Unfurnished,18,27,32,5,3,Medium,Yes,Yes,"Clubhouse, Playground, Garden, Pool, Gym",East,Broker,Ready_to_Move,282.72836479999995,0,1,1
180546,Haryana,Faridabad,Locality_498,Villa,5,2845,158.13,0.06,2010,Semi-furnished,2,25,15,7,8,Medium,Yes,No,"Clubhouse, Garden",North,Builder,Under_Construction,231.802767,0,1,1
141185,Bihar,Patna,Locality_377,Apartment,1,4148,247.99,0.06,2015,Furnished,5,1,10,1,6,Low,No,No,"Garden, Pool, Clubhouse, Playground",South,Broker,Under_Construction,331.30472039999995,0,1,1
131520,Telangana,Hyderabad,Locality_487,Villa,4,4768,119.63,0.03,1991,Unfurnished,3,14,34,3,3,Medium,Yes,Yes,"Garden, Playground, Pool",West,Broker,Ready_to_Move,167.04654679999996,0,0,1
200035,Maharashtra,Pune,Locality_385,Apartment,2,3485,281.5,0.08,1999,Semi-furnished,23,13,26,5,8,High,Yes,Yes,"Pool, Gym, Garden, Playground",West,Broker,Under_Construction,398.80105000000003,0,1,1
96861,Madhya Pradesh,Indore,Locality_114,Independent House,1,2422,201.13,0.08,2022,Semi-furnished,28,9,3,4,10,Medium,No,Yes,"Gym, Clubhouse",East,Broker,Ready_to_Move,282.07275719999996,0,1,1
191514,Telangana,Hyderabad,Locality_392,Villa,1,530,382.53,0.72,2019,Unfurnished,26,15,6,2,2,High,No,Yes,"Gym, Pool",South,Owner,Under_Construction,487.57273799999984,0,1,0
163174,Kerala,Trivandrum,Locality_281,Apartment,2,664,56.15,0.08,1997,Unfurnished,8,12,28,6,9,Medium,Yes,Yes,"Pool, Clubhouse, Playground, Garden, Gym",West,Owner,Ready_to_Move,77.16582199999999,0,0,0
100257,Andhra Pradesh,Vishakhapatnam,Locality_209,Apartment,2,554,493.19,0.89,2003,Unfurnished,12,15,22,1,4,Low,Yes,Yes,"Gym, Playground",South,Builder,Under_Construction,638.2273151999999,0,1,0
161462,Maharashtra,Nagpur,Locality_230,Villa,4,1468,59.79,0.04,1994,Semi-furnished,13,4,31,1,1,High,Yes,No,"Gym, Garden, Clubhouse, Playground, Pool",North,Broker,Under_Construction,76.2537744,0,0,0
235491,Bihar,Gaya,Locality_303,Independent House,3,3530,35.02,0.01,2005,Furnished,14,2,20,2,10,Low,Yes,No,"Playground, Gym, Pool",North,Broker,Under_Construction,49.224112000000005,0,0,1
128182,Bihar,Gaya,Locality_464,Apartment,2,1601,386.42,0.24,2017,Unfurnished,9,2,8,9,5,High,No,Yes,"Pool, Gym, Playground, Clubhouse, Garden",East,Owner,Ready_to_Move,541.3821484,0,1,0
241419,Maharashtra,Mumbai,Locality_295,Villa,4,3909,126.1,0.03,2010,Semi-furnished,12,24,15,2,10,Low,Yes,No,"Clubhouse, Playground, Pool, Garden",East,Owner,Under_Construction,181.354498,0,0,1
63035,Andhra Pradesh,Vijayawada,Locality_265,Apartment,3,2088,191.06,0.09,1992,Unfurnished,12,20,33,6,5,Medium,Yes,No,Garden,South,Owner,Under_Construction,258.0762056,0,1,1
171597,Haryana,Gurgaon,Locality_394,Villa,4,2818,421.01,0.15,2011,Semi-furnished,27,29,14,1,5,Medium,Yes,Yes,"Garden, Clubhouse, Gym",South,Broker,Under_Construction,586.6184936,0,1,1
48580,Telangana,Warangal,Locality_187,Independent House,3,4814,175.96,0.04,2011,Unfurnished,16,11,14,9,1,Low,No,No,"Garden, Playground, Gym, Pool, Clubhouse",North,Broker,Under_Construction,248.3288288,0,1,1
152923,Delhi,New Delhi,Locality_252,Apartment,5,3212,337.03,0.1,2011,Semi-furnished,2,25,14,1,2,Medium,Yes,Yes,"Clubhouse, Playground, Garden, Gym, Pool",South,Owner,Under_Construction,469.22664719999995,0,1,1
199655,Telangana,Warangal,Locality_282,Independent House,2,3571,288.68,0.08,2010,Unfurnished,8,6,15,4,2,Medium,No,Yes,Clubhouse,North,Owner,Ready_to_Move,390.41660559999997,0,1,1
180783,Jharkhand,Ranchi,Locality_474,Independent House,5,3125,489.55,0.16,2015,Semi-furnished,17,1,10,1,1,Medium,No,Yes,"Pool, Clubhouse, Playground, Garden, Gym",East,Broker,Ready_to_Move,666.0327749999999,0,1,1
221476,Bihar,Gaya,Locality_18,Independent House,3,4375,342.25,0.08,2015,Furnished,13,24,10,2,6,Medium,No,Yes,Pool,South,Owner,Ready_to_Move,481.0323749999999,0,1,1
193802,Chhattisgarh,Bilaspur,Locality_497,Independent House,2,1602,255.04,0.16,1995,Furnished,13,8,30,7,8,High,No,No,"Garden, Pool, Clubhouse, Playground",South,Broker,Ready_to_Move,340.74364160000005,0,1,0
148665,Tamil Nadu,Chennai,Locality_321,Apartment,4,4975,434.41,0.09,2000,Semi-furnished,25,25,25,1,10,Low,No,Yes,"Pool, Clubhouse, Garden, Playground",West,Owner,Under_Construction,618.817045,0,1,1
71336,Karnataka,Mysore,Locality_200,Villa,5,4834,85.85,0.02,2003,Furnished,15,25,22,4,8,Medium,Yes,No,Playground,North,Broker,Under_Construction,125.485228,0,0,1
168251,Assam,Silchar,Locality_54,Apartment,2,1028,430.68,0.42,2002,Semi-furnished,24,21,23,9,3,High,No,Yes,"Garden, Gym",West,Broker,Under_Construction,578.6444207999999,0,1,0
217543,West Bengal,Kolkata,Locality_27,Independent House,2,649,265.94,0.41,1995,Unfurnished,20,23,30,7,9,High,Yes,No,"Gym, Garden, Playground, Pool",East,Broker,Under_Construction,360.3433812,0,1,0
189196,Odisha,Cuttack,Locality_35,Apartment,4,1652,89.39,0.05,2013,Furnished,23,26,12,9,7,High,No,No,"Pool, Gym, Garden",West,Builder,Under_Construction,126.49042560000001,0,0,0
10672,Uttarakhand,Dehradun,Locality_346,Villa,3,2864,369.62,0.13,1998,Unfurnished,17,18,27,1,3,Low,Yes,No,"Gym, Pool",South,Builder,Ready_to_Move,485.0449336,0,1,1
247703,Uttarakhand,Dehradun,Locality_410,Villa,4,4563,404.17,0.09,1992,Unfurnished,22,24,33,5,5,Low,Yes,Yes,"Gym, Pool",East,Broker,Under_Construction,578.0681842,0,1,1
68715,Delhi,Dwarka,Locality_455,Independent House,4,2430,220.36,0.09,2012,Semi-furnished,4,23,13,8,10,Low,No,No,"Playground, Garden",West,Owner,Ready_to_Move,317.891336,0,1,1
63299,Assam,Guwahati,Locality_69,Villa,5,3761,397.64,0.11,2018,Unfurnished,11,17,7,6,2,Medium,No,No,"Garden, Clubhouse, Gym",East,Builder,Ready_to_Move,561.5551608,0,1,1
7521,Tamil Nadu,Chennai,Locality_30,Apartment,5,4601,45.86,0.01,2017,Unfurnished,3,8,8,5,5,High,Yes,Yes,"Garden, Pool, Gym, Clubhouse, Playground",West,Owner,Under_Construction,68.60747719999999,1,0,1
117056,Telangana,Warangal,Locality_335,Villa,3,2436,19.46,0.01,2005,Unfurnished,0,23,20,10,2,Medium,No,Yes,"Playground, Garden, Pool",North,Broker,Ready_to_Move,27.1412512,0,0,1
1977,Delhi,New Delhi,Locality_231,Villa,3,4825,445.23,0.09,2023,Furnished,8,21,2,8,6,Low,Yes,Yes,"Playground, Pool, Gym, Clubhouse, Garden",North,Builder,Under_Construction,676.972215,1,1,1
247151,Punjab,Ludhiana,Locality_230,Apartment,1,3200,102.73,0.03,2015,Unfurnished,8,28,10,8,6,High,Yes,Yes,"Gym, Playground, Clubhouse, Garden",South,Broker,Under_Construction,148.13666,1,0,1
80238,Andhra Pradesh,Vijayawada,Locality_419,Apartment,5,2399,32.17,0.01,2005,Semi-furnished,21,13,20,10,7,Low,No,No,"Pool, Clubhouse, Playground, Gym",West,Owner,Ready_to_Move,46.2919866,0,0,1
38086,Kerala,Kochi,Locality_49,Villa,4,2733,410.26,0.15,2013,Semi-furnished,10,9,12,5,10,Medium,No,No,"Clubhouse, Playground, Pool, Garden, Gym",West,Owner,Under_Construction,582.8399716,0,1,1
133399,Telangana,Hyderabad,Locality_157,Villa,4,4598,187.81,0.04,2008,Unfurnished,14,26,17,3,7,Low,No,Yes,"Garden, Gym",North,Owner,Ready_to_Move,268.3729776,0,1,1
134540,Bihar,Patna,Locality_260,Apartment,3,4076,487.49,0.12,2015,Unfurnished,23,6,10,6,4,High,Yes,Yes,"Gym, Playground, Clubhouse",South,Owner,Ready_to_Move,708.5764647999999,0,1,1
190818,Odisha,Cuttack,Locality_490,Independent House,2,2998,319.06,0.11,2001,Semi-furnished,3,3,24,1,9,Medium,Yes,No,"Pool, Clubhouse",South,Broker,Ready_to_Move,431.99447760000004,0,1,1
227323,Tamil Nadu,Coimbatore,Locality_386,Independent House,4,3366,417.61,0.12,2002,Semi-furnished,6,2,23,10,5,Low,Yes,No,"Playground, Clubhouse, Gym, Pool, Garden",North,Builder,Under_Construction,606.0857452000001,0,1,1
108333,Maharashtra,Mumbai,Locality_265,Villa,1,3234,465.77,0.14,1995,Furnished,11,17,30,9,8,Medium,Yes,Yes,"Playground, Gym, Pool",West,Broker,Ready_to_Move,665.4362835999999,0,1,1
20467,Maharashtra,Mumbai,Locality_180,Apartment,3,4779,30.52,0.01,2012,Furnished,6,25,13,7,7,Medium,No,No,Pool,East,Builder,Ready_to_Move,43.9665016,0,0,1
126121,West Bengal,Durgapur,Locality_487,Independent House,4,2090,240.82,0.12,2008,Furnished,6,1,17,8,3,High,No,Yes,"Gym, Pool, Playground, Garden",West,Owner,Under_Construction,336.377376,0,1,1
179822,Karnataka,Bangalore,Locality_424,Independent House,2,3141,166.26,0.05,2013,Semi-furnished,0,19,12,5,3,Low,No,No,"Clubhouse, Gym, Playground, Garden, Pool",North,Broker,Under_Construction,223.2572532,0,1,1
158906,Uttar Pradesh,Noida,Locality_209,Apartment,1,3727,331.53,0.09,1996,Furnished,3,9,29,7,7,High,No,Yes,Gym,East,Owner,Ready_to_Move,458.3534861999999,0,1,1
212465,Tamil Nadu,Chennai,Locality_442,Villa,2,3884,64.97,0.02,1994,Furnished,27,29,31,9,3,High,Yes,No,"Gym, Clubhouse",East,Broker,Under_Construction,90.2875096,0,0,1
93682,Andhra Pradesh,Vijayawada,Locality_88,Apartment,2,4042,462.61,0.11,1998,Semi-furnished,28,19,27,9,3,Medium,No,Yes,"Pool, Gym, Playground, Garden",South,Broker,Ready_to_Move,645.7295424,0,1,1
213495,Kerala,Kochi,Locality_443,Independent House,2,1436,303.69,0.21,2006,Furnished,13,7,19,8,4,High,No,Yes,"Clubhouse, Playground, Pool, Gym, Garden",West,Broker,Under_Construction,412.3259868,0,1,0
210948,Rajasthan,Jodhpur,Locality_496,Apartment,1,1688,480.16,0.28,2010,Furnished,8,17,15,2,10,Medium,No,Yes,"Pool, Garden, Gym, Clubhouse, Playground",South,Owner,Under_Construction,645.2198016,0,1,0
81801,Maharashtra,Nagpur,Locality_389,Apartment,2,1895,49.64,0.03,2015,Unfurnished,28,4,10,5,8,High,No,Yes,"Playground, Clubhouse, Pool, Garden",North,Broker,Ready_to_Move,68.845716,1,0,1
148704,Bihar,Gaya,Locality_176,Apartment,1,2662,99.74,0.04,2002,Furnished,0,17,23,4,3,Low,No,No,"Clubhouse, Playground, Pool, Gym",West,Broker,Under_Construction,128.28957759999997,0,0,1
152066,Gujarat,Surat,Locality_6,Apartment,4,4771,23.64,0.0,2008,Furnished,10,25,17,4,6,High,No,No,"Garden, Playground, Pool, Gym, Clubhouse",South,Broker,Under_Construction,33.318688800000004,0,0,1
36920,Rajasthan,Jaipur,Locality_50,Villa,2,4696,166.99,0.04,1993,Unfurnished,8,14,32,5,5,Low,Yes,No,"Clubhouse, Playground, Pool, Garden, Gym",North,Broker,Under_Construction,230.4328408,0,1,1
56531,Madhya Pradesh,Indore,Locality_250,Independent House,1,3346,398.67,0.12,2004,Furnished,6,5,21,2,9,High,No,Yes,"Garden, Clubhouse, Gym, Playground, Pool",West,Owner,Under_Construction,540.9632964,0,1,1
14697,Bihar,Gaya,Locality_16,Independent House,3,3232,134.72,0.04,1990,Furnished,20,10,35,10,4,High,No,Yes,"Gym, Pool, Clubhouse, Playground",North,Broker,Under_Construction,188.15534079999998,0,0,1
74095,Haryana,Gurgaon,Locality_494,Villa,2,1124,136.5,0.12,1993,Unfurnished,13,30,32,6,7,High,Yes,No,"Playground, Pool, Clubhouse, Gym, Garden",East,Builder,Ready_to_Move,182.15652000000003,0,0,0
193487,Kerala,Kochi,Locality_10,Apartment,1,1289,81.92,0.06,1994,Furnished,29,8,31,8,3,Medium,Yes,Yes,"Playground, Pool, Garden, Clubhouse",North,Owner,Under_Construction,109.59093759999998,0,0,0
232472,Madhya Pradesh,Indore,Locality_316,Villa,1,2910,139.03,0.05,2021,Unfurnished,28,10,4,2,8,High,No,Yes,Clubhouse,West,Broker,Under_Construction,191.05502599999997,0,0,1
176782,Tamil Nadu,Chennai,Locality_197,Independent House,5,3410,494.95,0.15,2018,Unfurnished,25,16,7,7,5,Low,No,Yes,"Clubhouse, Pool, Garden",South,Owner,Ready_to_Move,724.70579,0,1,1
131945,Telangana,Warangal,Locality_51,Apartment,1,686,482.61,0.7,2016,Semi-furnished,4,28,9,2,2,High,No,No,Gym,West,Owner,Under_Construction,601.6795391999999,0,1,0
17075,West Bengal,Kolkata,Locality_414,Apartment,5,2280,70.07,0.03,2017,Furnished,26,18,8,6,4,High,No,No,Playground,North,Broker,Under_Construction,97.85976199999999,0,0,1
133394,Rajasthan,Jodhpur,Locality_95,Independent House,4,1526,190.93,0.13,2006,Semi-furnished,10,29,19,2,5,Low,No,No,"Pool, Garden",West,Broker,Ready_to_Move,250.59944360000003,0,1,0
191693,West Bengal,Durgapur,Locality_118,Villa,4,1408,131.87,0.09,1999,Furnished,28,17,26,8,8,Low,No,Yes,"Playground, Pool, Garden, Clubhouse, Gym",North,Owner,Ready_to_Move,185.2984492,0,0,0
120620,Gujarat,Ahmedabad,Locality_136,Apartment,2,4896,121.68,0.02,2020,Semi-furnished,10,6,5,5,6,Low,Yes,No,"Clubhouse, Garden, Gym, Pool",West,Builder,Ready_to_Move,175.93954560000003,1,0,1
6047,Andhra Pradesh,Vishakhapatnam,Locality_172,Independent House,3,1317,353.75,0.27,1998,Unfurnished,16,30,27,2,9,Medium,No,Yes,"Gym, Clubhouse, Garden",East,Owner,Under_Construction,472.02277499999997,0,1,0
59159,Bihar,Patna,Locality_407,Villa,4,4933,107.26,0.02,1996,Furnished,1,26,29,2,3,Low,No,No,"Clubhouse, Gym",North,Builder,Under_Construction,144.22823160000002,0,0,1
80023,Telangana,Hyderabad,Locality_232,Villa,5,1503,390.16,0.26,1993,Semi-furnished,1,3,32,9,6,Low,No,Yes,"Gym, Clubhouse, Playground, Pool, Garden",South,Builder,Ready_to_Move,547.8080496,0,1,0
41914,Jharkhand,Ranchi,Locality_20,Independent House,1,2096,444.54,0.21,2003,Unfurnished,25,25,22,1,4,Medium,Yes,No,"Garden, Playground, Gym, Pool",West,Owner,Under_Construction,571.1983368,0,1,1
18890,Maharashtra,Mumbai,Locality_84,Villa,2,2530,74.57,0.03,2009,Unfurnished,27,3,16,3,10,Low,Yes,Yes,Clubhouse,East,Builder,Under_Construction,105.41215199999999,0,0,1
10842,Haryana,Gurgaon,Locality_190,Villa,1,4009,285.35,0.07,2011,Furnished,2,3,14,9,10,Medium,No,No,"Clubhouse, Pool, Gym",West,Builder,Under_Construction,410.099313,0,1,1
161473,Punjab,Amritsar,Locality_375,Villa,4,1858,220.51,0.12,2010,Furnished,12,7,15,5,4,Low,No,Yes,Gym,South,Owner,Ready_to_Move,303.0160216,0,1,1
154613,Bihar,Gaya,Locality_208,Villa,3,3025,260.57,0.09,2023,Semi-furnished,20,20,2,7,2,High,No,Yes,"Clubhouse, Playground, Pool",South,Owner,Ready_to_Move,368.055125,0,1,1
192739,Chhattisgarh,Raipur,Locality_496,Independent House,2,1128,188.19,0.17,2014,Furnished,5,7,11,10,3,Low,No,Yes,"Garden, Playground, Clubhouse, Gym, Pool",West,Broker,Under_Construction,259.61939639999997,0,1,0
89459,Delhi,Dwarka,Locality_47,Villa,1,4938,76.55,0.02,2019,Semi-furnished,10,21,6,10,4,Medium,Yes,Yes,"Clubhouse, Gym, Playground",North,Broker,Ready_to_Move,113.96457799999999,0,0,1
6316,Tamil Nadu,Chennai,Locality_13,Independent House,4,730,32.22,0.04,2000,Semi-furnished,28,13,25,1,1,High,Yes,Yes,"Pool, Gym, Clubhouse",East,Broker,Under_Construction,41.808671999999994,0,0,0
43098,Gujarat,Ahmedabad,Locality_305,Villa,2,4162,66.09,0.02,2006,Semi-furnished,6,30,19,9,5,Medium,No,Yes,"Pool, Gym, Clubhouse",East,Builder,Under_Construction,94.5245616,0,0,1
125429,Maharashtra,Pune,Locality_254,Villa,4,1671,97.72,0.06,1995,Furnished,27,2,30,6,9,Low,Yes,Yes,"Gym, Clubhouse, Garden",West,Builder,Under_Construction,138.8034424,0,0,0
96153,Andhra Pradesh,Vishakhapatnam,Locality_307,Independent House,1,2077,339.62,0.16,2013,Unfurnished,30,30,12,2,10,Low,No,No,"Garden, Playground, Clubhouse",South,Broker,Ready_to_Move,452.55723479999995,0,1,1
93309,Delhi,New Delhi,Locality_3,Villa,5,2331,390.34,0.17,1999,Semi-furnished,21,27,26,4,2,Low,Yes,Yes,"Garden, Clubhouse",North,Builder,Under_Construction,538.9112107999999,0,1,1
218733,Gujarat,Ahmedabad,Locality_247,Apartment,5,4049,465.2,0.11,2006,Unfurnished,10,5,19,8,4,Low,Yes,Yes,"Gym, Clubhouse, Garden, Pool",West,Owner,Ready_to_Move,690.812696,0,1,1
3055,Chhattisgarh,Raipur,Locality_340,Independent House,4,2199,56.51,0.03,2017,Semi-furnished,13,8,8,7,2,Medium,Yes,Yes,"Gym, Playground",North,Builder,Ready_to_Move,80.7516598,0,0,1
130478,Andhra Pradesh,Vishakhapatnam,Locality_3,Villa,3,4513,29.61,0.01,2009,Semi-furnished,2,27,16,10,9,Low,Yes,No,"Playground, Gym, Pool, Clubhouse, Garden",South,Broker,Ready_to_Move,44.5707486,0,0,1
175175,Uttar Pradesh,Noida,Locality_304,Independent House,1,4048,158.35,0.04,1994,Semi-furnished,21,4,31,8,8,Low,No,Yes,Clubhouse,West,Broker,Under_Construction,222.15871599999994,0,1,1
98669,Jharkhand,Ranchi,Locality_189,Villa,2,1787,366.13,0.2,2022,Furnished,6,21,3,1,10,Low,No,No,"Garden, Playground, Pool",East,Owner,Ready_to_Move,494.1803062000001,0,1,0
37678,Kerala,Kochi,Locality_398,Apartment,4,3644,263.3,0.07,1997,Furnished,27,5,28,9,5,High,No,Yes,"Playground, Gym, Clubhouse, Pool, Garden",East,Owner,Ready_to_Move,377.014004,0,1,1
243144,Andhra Pradesh,Vijayawada,Locality_303,Apartment,2,2309,193.55,0.08,2018,Semi-furnished,29,29,7,4,6,Low,Yes,Yes,Playground,West,Builder,Under_Construction,271.972589,0,1,1
10473,Delhi,Dwarka,Locality_226,Apartment,5,690,193.01,0.28,2014,Unfurnished,12,29,11,10,10,Low,Yes,No,"Gym, Playground, Garden, Pool",South,Builder,Under_Construction,285.037168,0,1,0
135533,Delhi,Dwarka,Locality_228,Villa,3,2942,361.46,0.12,1992,Furnished,26,23,33,1,3,High,Yes,Yes,"Garden, Gym, Playground, Clubhouse, Pool",West,Owner,Under_Construction,479.5995863999999,0,1,1
19255,Uttar Pradesh,Noida,Locality_336,Apartment,1,3988,153.15,0.04,1993,Semi-furnished,19,29,32,1,8,Low,Yes,Yes,"Pool, Playground, Clubhouse, Garden",North,Builder,Ready_to_Move,208.247244,0,1,1
186277,Andhra Pradesh,Vijayawada,Locality_316,Independent House,1,4320,388.03,0.09,1992,Furnished,1,13,33,1,8,Medium,No,Yes,"Playground, Gym, Clubhouse, Garden, Pool",West,Builder,Under_Construction,517.7872319999999,0,1,1
219655,Karnataka,Bangalore,Locality_103,Apartment,1,3234,345.83,0.11,2015,Furnished,1,17,10,2,5,High,No,Yes,"Garden, Pool, Gym",West,Broker,Under_Construction,465.0306843999999,0,1,1
213294,Kerala,Trivandrum,Locality_67,Independent House,3,1308,420.23,0.32,2000,Unfurnished,0,25,25,6,5,High,Yes,No,"Garden, Pool",North,Owner,Under_Construction,567.7979668,0,1,0
227541,Haryana,Gurgaon,Locality_266,Independent House,3,4581,306.65,0.07,1998,Unfurnished,6,15,27,8,4,High,Yes,Yes,"Playground, Garden, Pool",North,Builder,Ready_to_Move,444.52597299999996,0,1,1
122421,Gujarat,Ahmedabad,Locality_185,Villa,4,2856,171.98,0.06,2015,Furnished,2,12,10,10,3,Low,Yes,No,"Playground, Pool",North,Builder,Ready_to_Move,249.56361760000001,0,1,1
5299,Jharkhand,Jamshedpur,Locality_407,Apartment,4,2541,267.42,0.11,2019,Furnished,26,3,6,4,4,Medium,No,No,"Clubhouse, Gym, Pool, Garden, Playground",South,Broker,Ready_to_Move,366.58468440000007,0,1,1
86715,Bihar,Patna,Locality_129,Independent House,1,3407,332.84,0.1,2005,Unfurnished,2,17,20,5,7,High,No,Yes,"Garden, Clubhouse, Gym",East,Builder,Under_Construction,457.3687575999999,0,1,1
228710,Telangana,Hyderabad,Locality_253,Apartment,1,2989,140.29,0.05,2007,Unfurnished,5,21,18,3,9,Low,Yes,Yes,"Gym, Garden, Pool, Playground, Clubhouse",South,Builder,Under_Construction,195.81397619999996,0,0,1
221497,Punjab,Ludhiana,Locality_182,Villa,1,3089,405.97,0.13,2015,Semi-furnished,25,14,10,10,10,Medium,Yes,No,"Pool, Clubhouse, Playground",East,Broker,Ready_to_Move,595.4686766,0,1,1
107411,Bihar,Gaya,Locality_197,Apartment,3,4145,467.29,0.11,2017,Semi-furnished,21,12,8,10,3,Low,Yes,No,"Garden, Pool, Playground, Gym",East,Broker,Ready_to_Move,685.000411,0,1,1
94182,Kerala,Kochi,Locality_436,Apartment,2,3055,239.87,0.08,2013,Semi-furnished,25,30,12,6,3,High,Yes,No,"Clubhouse, Playground",East,Owner,Ready_to_Move,331.28445700000003,0,1,1
227315,Chhattisgarh,Raipur,Locality_169,Villa,5,885,261.92,0.3,2007,Unfurnished,5,3,18,2,9,Medium,Yes,No,"Pool, Playground, Gym",North,Broker,Ready_to_Move,361.10910400000006,0,1,0
212276,Madhya Pradesh,Indore,Locality_281,Independent House,5,1255,329.22,0.26,2013,Semi-furnished,12,10,12,7,3,Low,No,Yes,"Pool, Playground, Garden, Gym",South,Owner,Ready_to_Move,459.29482199999995,0,1,0
190754,Chhattisgarh,Bilaspur,Locality_500,Apartment,2,3491,62.28,0.02,2020,Unfurnished,21,6,5,9,10,Medium,Yes,Yes,"Clubhouse, Garden, Gym, Pool, Playground",West,Builder,Under_Construction,94.34298960000001,1,0,1
134706,Bihar,Patna,Locality_229,Villa,1,762,468.36,0.61,2016,Unfurnished,23,18,9,7,9,Medium,Yes,Yes,Garden,North,Builder,Under_Construction,660.0316463999999,0,1,0
223389,Haryana,Faridabad,Locality_302,Villa,1,3932,389.13,0.1,1998,Semi-furnished,21,15,27,7,7,Low,No,No,"Gym, Playground, Pool, Clubhouse",North,Owner,Under_Construction,531.4114932,0,1,1
151931,Delhi,Dwarka,Locality_189,Independent House,3,4142,262.23,0.06,2003,Semi-furnished,24,1,22,8,5,Low,Yes,Yes,"Garden, Pool, Playground, Clubhouse",East,Owner,Under_Construction,382.5516132,0,1,1
209324,Uttarakhand,Haridwar,Locality_316,Independent House,1,2384,187.95,0.08,2022,Unfurnished,21,23,3,6,8,Medium,Yes,Yes,"Pool, Clubhouse, Playground, Garden",West,Broker,Under_Construction,269.8360559999999,1,1,1
69769,Karnataka,Bangalore,Locality_344,Independent House,3,1177,71.1,0.06,2015,Semi-furnished,11,18,10,3,8,High,Yes,No,Gym,East,Broker,Ready_to_Move,97.58759399999998,0,0,0
214837,Odisha,Bhubaneswar,Locality_250,Villa,5,2650,240.45,0.09,1996,Unfurnished,20,26,29,7,7,Medium,Yes,No,"Garden, Gym, Playground",West,Owner,Under_Construction,342.88169999999997,0,1,1
